tag_pk 	tag_title 	variable_phv 	variable_full_accession 	dataset_full_accession 	study_full_accession 	study_name 	study_phs 	study_version 	created 	modified 
74	Medication/supplement use	207976	phv00207976.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:42:58+00:00	2018-08-23 15:42:58+00:00 
74	Medication/supplement use	207979	phv00207979.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:43:15+00:00	2018-08-23 15:43:15+00:00 
74	Medication/supplement use	207980	phv00207980.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:43:33+00:00	2018-08-23 15:43:33+00:00 
74	Medication/supplement use	207983	phv00207983.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:44:00+00:00	2018-08-23 15:44:00+00:00 
74	Medication/supplement use	207984	phv00207984.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:44:16+00:00	2018-08-23 15:44:16+00:00 
74	Medication/supplement use	207987	phv00207987.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:44:33+00:00	2018-08-23 15:44:33+00:00 
74	Medication/supplement use	207988	phv00207988.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:44:48+00:00	2018-08-23 15:44:48+00:00 
74	Medication/supplement use	207991	phv00207991.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:45:03+00:00	2018-08-23 15:45:03+00:00 
74	Medication/supplement use	207992	phv00207992.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:45:17+00:00	2018-08-23 15:45:17+00:00 
74	Medication/supplement use	207995	phv00207995.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:45:35+00:00	2018-08-23 15:45:35+00:00 
74	Medication/supplement use	207996	phv00207996.v1.p1	pht004130.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:45:52+00:00	2018-08-23 15:45:52+00:00 
74	Medication/supplement use	208018	phv00208018.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:47:03+00:00	2018-08-23 15:47:03+00:00 
74	Medication/supplement use	208021	phv00208021.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:48:15+00:00	2018-08-23 15:48:15+00:00 
74	Medication/supplement use	208024	phv00208024.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:48:28+00:00	2018-08-23 15:48:28+00:00 
74	Medication/supplement use	208027	phv00208027.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:49:12+00:00	2018-08-23 15:49:12+00:00 
74	Medication/supplement use	208030	phv00208030.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:49:32+00:00	2018-08-23 15:49:32+00:00 
74	Medication/supplement use	208033	phv00208033.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:49:47+00:00	2018-08-23 15:49:47+00:00 
74	Medication/supplement use	208036	phv00208036.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:50:01+00:00	2018-08-23 15:50:01+00:00 
74	Medication/supplement use	208039	phv00208039.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:55:04+00:00	2018-08-23 15:55:04+00:00 
74	Medication/supplement use	208042	phv00208042.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:55:23+00:00	2018-08-23 15:55:23+00:00 
74	Medication/supplement use	208045	phv00208045.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:55:41+00:00	2018-08-23 15:55:41+00:00 
74	Medication/supplement use	208048	phv00208048.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 15:56:07+00:00	2018-08-23 15:56:07+00:00 
74	Medication/supplement use	208051	phv00208051.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:29:11+00:00	2018-08-23 16:29:11+00:00 
74	Medication/supplement use	208054	phv00208054.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:29:28+00:00	2018-08-23 16:29:28+00:00 
74	Medication/supplement use	208057	phv00208057.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:29:47+00:00	2018-08-23 16:29:47+00:00 
74	Medication/supplement use	208060	phv00208060.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:30:10+00:00	2018-08-23 16:30:10+00:00 
74	Medication/supplement use	208063	phv00208063.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:30:32+00:00	2018-08-23 16:30:32+00:00 
74	Medication/supplement use	208066	phv00208066.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:30:54+00:00	2018-08-23 16:30:54+00:00 
74	Medication/supplement use	208077	phv00208077.v1.p1	pht004131.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:32:04+00:00	2018-08-23 16:32:04+00:00 
74	Medication/supplement use	208231	phv00208231.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:33:42+00:00	2018-08-23 16:33:42+00:00 
74	Medication/supplement use	208235	phv00208235.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:34:05+00:00	2018-08-23 16:34:05+00:00 
74	Medication/supplement use	208239	phv00208239.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:34:22+00:00	2018-08-23 16:34:22+00:00 
74	Medication/supplement use	208243	phv00208243.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:36:58+00:00	2018-08-23 16:36:58+00:00 
74	Medication/supplement use	208247	phv00208247.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:37:16+00:00	2018-08-23 16:37:16+00:00 
74	Medication/supplement use	208251	phv00208251.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:37:43+00:00	2018-08-23 16:37:43+00:00 
74	Medication/supplement use	208255	phv00208255.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:38:08+00:00	2018-08-23 16:38:08+00:00 
74	Medication/supplement use	208259	phv00208259.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:38:28+00:00	2018-08-23 16:38:28+00:00 
74	Medication/supplement use	208263	phv00208263.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:38:46+00:00	2018-08-23 16:38:46+00:00 
74	Medication/supplement use	208267	phv00208267.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:39:10+00:00	2018-08-23 16:39:10+00:00 
74	Medication/supplement use	208271	phv00208271.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:39:25+00:00	2018-08-23 16:39:25+00:00 
74	Medication/supplement use	208275	phv00208275.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:39:41+00:00	2018-08-23 16:39:41+00:00 
74	Medication/supplement use	208279	phv00208279.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:39:57+00:00	2018-08-23 16:39:57+00:00 
74	Medication/supplement use	208283	phv00208283.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:40:12+00:00	2018-08-23 16:40:12+00:00 
74	Medication/supplement use	208287	phv00208287.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:40:28+00:00	2018-08-23 16:40:28+00:00 
74	Medication/supplement use	208291	phv00208291.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:40:45+00:00	2018-08-23 16:40:45+00:00 
74	Medication/supplement use	208295	phv00208295.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:41:16+00:00	2018-08-23 16:41:16+00:00 
74	Medication/supplement use	208306	phv00208306.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:41:54+00:00	2018-08-23 16:41:54+00:00 
74	Medication/supplement use	208310	phv00208310.v1.p1	pht004136.v1.p1	phs000280.v3.p1	Atherosclerosis Risk in Communities (ARIC)	280	3	2018-08-23 16:42:26+00:00	2018-08-23 16:42:26+00:00 
74	Medication/supplement use	115487	phv00115487.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 16:59:45+00:00	2018-08-23 16:59:45+00:00 
74	Medication/supplement use	115486	phv00115486.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 16:59:52+00:00	2018-08-23 16:59:52+00:00 
74	Medication/supplement use	115479	phv00115479.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:00:00+00:00	2018-08-23 17:00:00+00:00 
74	Medication/supplement use	115478	phv00115478.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:00:07+00:00	2018-08-23 17:00:07+00:00 
74	Medication/supplement use	115477	phv00115477.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:00:13+00:00	2018-08-23 17:00:13+00:00 
74	Medication/supplement use	115476	phv00115476.v2.p2	pht001656.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:00:21+00:00	2018-08-23 17:00:21+00:00 
74	Medication/supplement use	115495	phv00115495.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:06+00:00	2018-08-23 17:10:06+00:00 
74	Medication/supplement use	115494	phv00115494.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:12+00:00	2018-08-23 17:10:12+00:00 
74	Medication/supplement use	115493	phv00115493.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:19+00:00	2018-08-23 17:10:19+00:00 
74	Medication/supplement use	115492	phv00115492.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:26+00:00	2018-08-23 17:10:26+00:00 
74	Medication/supplement use	115491	phv00115491.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:33+00:00	2018-08-23 17:10:33+00:00 
74	Medication/supplement use	115490	phv00115490.v2.p2	pht001657.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:10:40+00:00	2018-08-23 17:10:40+00:00 
74	Medication/supplement use	115506	phv00115506.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:20+00:00	2018-08-23 17:11:20+00:00 
74	Medication/supplement use	115505	phv00115505.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:27+00:00	2018-08-23 17:11:27+00:00 
74	Medication/supplement use	115504	phv00115504.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:34+00:00	2018-08-23 17:11:34+00:00 
74	Medication/supplement use	115503	phv00115503.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:42+00:00	2018-08-23 17:11:42+00:00 
74	Medication/supplement use	115502	phv00115502.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:50+00:00	2018-08-23 17:11:50+00:00 
74	Medication/supplement use	115501	phv00115501.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:11:57+00:00	2018-08-23 17:11:57+00:00 
74	Medication/supplement use	115500	phv00115500.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:12:05+00:00	2018-08-23 17:12:05+00:00 
74	Medication/supplement use	115499	phv00115499.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:12:13+00:00	2018-08-23 17:12:13+00:00 
74	Medication/supplement use	115498	phv00115498.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:12:20+00:00	2018-08-23 17:12:20+00:00 
74	Medication/supplement use	115497	phv00115497.v2.p2	pht001658.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:12:27+00:00	2018-08-23 17:12:27+00:00 
74	Medication/supplement use	115514	phv00115514.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:12:57+00:00	2018-08-23 17:12:57+00:00 
74	Medication/supplement use	115513	phv00115513.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:04+00:00	2018-08-23 17:13:04+00:00 
74	Medication/supplement use	115512	phv00115512.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:13+00:00	2018-08-23 17:13:13+00:00 
74	Medication/supplement use	115511	phv00115511.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:20+00:00	2018-08-23 17:13:20+00:00 
74	Medication/supplement use	115510	phv00115510.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:27+00:00	2018-08-23 17:13:27+00:00 
74	Medication/supplement use	115509	phv00115509.v1.p2	pht001659.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:34+00:00	2018-08-23 17:13:34+00:00 
74	Medication/supplement use	115522	phv00115522.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:13:59+00:00	2018-08-23 17:13:59+00:00 
74	Medication/supplement use	115521	phv00115521.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:14:06+00:00	2018-08-23 17:14:06+00:00 
74	Medication/supplement use	115520	phv00115520.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:14:13+00:00	2018-08-23 17:14:13+00:00 
74	Medication/supplement use	115519	phv00115519.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:14:21+00:00	2018-08-23 17:14:21+00:00 
74	Medication/supplement use	115518	phv00115518.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:14:28+00:00	2018-08-23 17:14:28+00:00 
74	Medication/supplement use	115517	phv00115517.v2.p2	pht001660.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:14:36+00:00	2018-08-23 17:14:36+00:00 
74	Medication/supplement use	115530	phv00115530.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:00+00:00	2018-08-23 17:15:00+00:00 
74	Medication/supplement use	115529	phv00115529.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:08+00:00	2018-08-23 17:15:08+00:00 
74	Medication/supplement use	115528	phv00115528.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:16+00:00	2018-08-23 17:15:16+00:00 
74	Medication/supplement use	115527	phv00115527.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:23+00:00	2018-08-23 17:15:23+00:00 
74	Medication/supplement use	115526	phv00115526.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:30+00:00	2018-08-23 17:15:30+00:00 
74	Medication/supplement use	115525	phv00115525.v1.p2	pht001661.v1.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:15:38+00:00	2018-08-23 17:15:38+00:00 
74	Medication/supplement use	115538	phv00115538.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:10+00:00	2018-08-23 17:16:10+00:00 
74	Medication/supplement use	115537	phv00115537.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:18+00:00	2018-08-23 17:16:18+00:00 
74	Medication/supplement use	115536	phv00115536.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:25+00:00	2018-08-23 17:16:25+00:00 
74	Medication/supplement use	115535	phv00115535.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:33+00:00	2018-08-23 17:16:33+00:00 
74	Medication/supplement use	115534	phv00115534.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:41+00:00	2018-08-23 17:16:41+00:00 
74	Medication/supplement use	115533	phv00115533.v2.p2	pht001662.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 17:16:52+00:00	2018-08-23 17:16:52+00:00 
74	Medication/supplement use	116463	phv00116463.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:23:55+00:00	2018-08-23 19:23:55+00:00 
74	Medication/supplement use	116448	phv00116448.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:01+00:00	2018-08-23 19:24:01+00:00 
74	Medication/supplement use	116468	phv00116468.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:17+00:00	2018-08-23 19:24:17+00:00 
74	Medication/supplement use	116467	phv00116467.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:24+00:00	2018-08-23 19:24:24+00:00 
74	Medication/supplement use	116466	phv00116466.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:31+00:00	2018-08-23 19:24:31+00:00 
74	Medication/supplement use	116465	phv00116465.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:38+00:00	2018-08-23 19:24:38+00:00 
74	Medication/supplement use	116464	phv00116464.v2.p2	pht001704.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-23 19:24:44+00:00	2018-08-23 19:24:44+00:00 
74	Medication/supplement use	117068	phv00117068.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:22:05+00:00	2018-08-24 00:22:05+00:00 
74	Medication/supplement use	117067	phv00117067.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:22:12+00:00	2018-08-24 00:22:12+00:00 
74	Medication/supplement use	117066	phv00117066.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:22:19+00:00	2018-08-24 00:22:19+00:00 
74	Medication/supplement use	117065	phv00117065.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:22:26+00:00	2018-08-24 00:22:26+00:00 
74	Medication/supplement use	117064	phv00117064.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:22:33+00:00	2018-08-24 00:22:33+00:00 
74	Medication/supplement use	117106	phv00117106.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:23:48+00:00	2018-08-24 00:23:48+00:00 
74	Medication/supplement use	117105	phv00117105.v2.p2	pht001715.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:23:55+00:00	2018-08-24 00:23:55+00:00 
74	Medication/supplement use	117141	phv00117141.v2.p2	pht001717.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:40:55+00:00	2018-08-24 00:40:55+00:00 
74	Medication/supplement use	120070	phv00120070.v2.p2	pht001818.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:02+00:00	2018-08-24 00:41:02+00:00 
74	Medication/supplement use	120069	phv00120069.v2.p2	pht001818.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:09+00:00	2018-08-24 00:41:09+00:00 
74	Medication/supplement use	118770	phv00118770.v2.p2	pht001778.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:16+00:00	2018-08-24 00:41:16+00:00 
74	Medication/supplement use	118769	phv00118769.v2.p2	pht001778.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:23+00:00	2018-08-24 00:41:23+00:00 
74	Medication/supplement use	117140	phv00117140.v2.p2	pht001717.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:30+00:00	2018-08-24 00:41:30+00:00 
74	Medication/supplement use	115586	phv00115586.v2.p2	pht001665.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:38+00:00	2018-08-24 00:41:38+00:00 
74	Medication/supplement use	114576	phv00114576.v2.p2	pht001625.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:44+00:00	2018-08-24 00:41:44+00:00 
74	Medication/supplement use	113217	phv00113217.v2.p2	pht001573.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:41:53+00:00	2018-08-24 00:41:53+00:00 
74	Medication/supplement use	120078	phv00120078.v2.p2	pht001818.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:42:40+00:00	2018-08-24 00:42:40+00:00 
74	Medication/supplement use	120071	phv00120071.v2.p2	pht001818.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:42:47+00:00	2018-08-24 00:42:47+00:00 
74	Medication/supplement use	118772	phv00118772.v2.p2	pht001778.v2.p2	phs000285.v3.p2	Coronary Artery Risk Development in Young Adults (CARDIA) Study - Cohort	285	3	2018-08-24 00:42:54+00:00	2018-08-24 00:42:54+00:00 
